group_id,name,abbreviation,is_supplemental,published_on,year,logo_url
23615,SV7: Stellar Miracle,SV7,0,2024-07-19,2024,
24425,Special Box Collections,SBC,0,2024-08-01,2024,
23793,SV: Ceruledge ex Stellar Tera Type Starter Set,svL,0,2024-08-30,2024,
23798,SV: Sylveon ex Stellar Tera Type Starter Set,svLN,0,2024-08-30,2024,
23604,SV7a: Paradise Dragona,SV7a,0,2024-09-13,2024,
23777,SV8: Super Electric Breaker,SV8,0,2024-10-18,2024,
23779,SV-P Promotional Cards,SV-P,0,2024-10-18,2024,
24324,SVM: Generations Start Decks,,0,2024-11-22,2024,
23909,SV8a: Terastal Fest ex,SV8a,0,2024-12-06,2024,
24173,SV9: Battle Partners,SV9,0,2025-01-24,2025,
24174,SVN: Battle Partners Deck Build Box,SVN,0,2025-01-24,2025,
24231,SV: ex Starter Set Marnie's Morpeko & Grimmsnarl ex,SVOM,0,2025-02-21,2025,
24230,SV: ex Starter Set Steven's Beldum & Metagross ex,SVOD,0,2025-02-21,2025,
24260,SV9a: Heat Wave Arena,SV9a,0,2025-03-14,2025,
24310,SV10: The Glory of Team Rocket,SV10,0,2025-04-18,2025,
24349,SV11B: Black Bolt,SV11B,0,2025-06-06,2025,
24350,SV11W: White Flare,SV11W,0,2025-06-06,2025,
24399,m1L: Mega Brave,m1L,0,2025-08-01,2025,
24400,m1S: Mega Symphonia,m1S,0,2025-08-01,2025,
24420,Scarlet & Violet Unnumbered Energies,,1,2025-08-01,2025,
24423,M-P Promotional Cards,M-P,0,2025-08-08,2025,
24445,MBD: MEGA Starter Set Mega Diancie ex,MBD,0,2025-09-05,2025,
24781,Mega Evolution Unnumbered Energies,,1,2025-09-05,2025,
24444,MBG: MEGA Starter Set Mega Gengar ex,MBG,0,2025-09-12,2025,
24459,M2: Inferno X,M2,0,2025-09-26,2025,
24499,M2a: High Class Pack: MEGA Dream ex,M2a,0,2025-11-28,2025,
24568,Japanese CD Promo,,0,2025-12-01,2025,
24607,MP1: Start Deck 100 Battle Collection CoroCiao Version,MP1,0,2025-12-19,2025,
24567,Start Deck 100 Battle Collection,,0,2025-12-19,2025,
24600,M3: Nihil Zero,M3,0,2026-01-23,2026,
24653,M4: Ninja Spinner,m4,0,2026-03-13,2026,
24711,M5: Abyss Eye,M5,0,2026-05-22,2026,
24791,M6: Storm Emeralda,m6,0,2026-07-31,2026,
24793,MEE: Starter Set ex Eevee ex,mEE,0,2026-07-31,2026,
24794,MEM: Starter Set ex Meowscarada ex,mEM,0,2026-07-31,2026,
24792,MEZ: Starter Set ex Zoroark ex,mEZ,0,2026-07-31,2026,
24197,64 Mario Stadium Best Photo Contest,,0,2026-08-13,2026,
24199,Battle Road,,0,2026-08-13,2026,
24201,Champion Road,,0,2026-08-13,2026,
24194,CoroCoro Promotional Cards,,0,2026-08-13,2026,
24196,Elementary School Competition,,0,2026-08-13,2026,
24202,Gym Challenge,,0,2026-08-13,2026,
24195,How I Became a Pokemon Card,,0,2026-08-13,2026,
24489,Limited Collection Master Battle Set,,0,2026-08-13,2026,
24203,Pokemon Card Design Contest,,0,2026-08-13,2026,
24204,Pokemon Card Fan Club,,0,2026-08-13,2026,
24198,Pokemon Card Information Promotional cards,,0,2026-08-13,2026,
24172,Unnumbered Promotional cards,,0,2026-08-13,2026,
24205,Unnumbered World Championships,,0,2026-08-13,2026,
24206,Vending Machine cards Series 1 (Blue),,0,2026-08-13,2026,
24207,Vending Machine cards Series 2 (Red),,0,2026-08-13,2026,
24208,Vending Machine cards Series 3 (Green),,0,2026-08-13,2026,
24200,World Hobby Fair,,0,2026-08-13,2026,
24721,M6a: MEGA Expansion 30th Celebration,m6a,0,2026-09-16,2026,
